id,budget,genres,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,runtime,spoken_languages,status,tagline,title
549053,30000000,"['Comedy', 'Romance']",,tt8623904,en,Last Christmas,"Kate is a young woman who has a habit of making bad decisions, and her last date with disaster occurs after she accepts work as Santa's elf for a department store. However, after she meets Tom there, her life takes a new turn.",164.369,/kDEjffiKgjuGo2DRzsqfjvW0CQh.jpg,"['Universal Pictures', 'Feigco Entertainment']","['United Kingdom', 'United States of America']",2019-11-07,102,"[{'english_name': 'Croatian', 'iso_639_1': 'hr', 'name': 'Hrvatski'}, {'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Who doesn't have a little Christmas baggage?,Last Christmas
157433,21000000,"['Horror', 'Thriller']",http://petsematarymovie.com,tt0837563,en,Pet Sematary,"Dr. Louis Creed and his wife, Rachel, move from Boston to Ludlow, in rural Maine, with their two young children. Hidden in the woods near the new family home, Ellie, their eldest daughter, discovers a mysterious cemetery where the pets of community members are buried.",162.88,/7SPhr7Qj39vbnfF9O2qHRYaKHAL.jpg,['di Bonaventura Pictures'],['United States of America'],2019-04-04,100,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Sometimes dead is better.,Pet Sematary
414,100000000,"['Action', 'Crime', 'Fantasy']",,tt0112462,en,Batman Forever,Batman must battle a disfigured district attorney and a disgruntled former employee with help from an amorous psychologist and a young circus acrobat.,170.209,/mzzNBVwTiiY94xAXDMWJpNPW2US.jpg,"['Warner Bros. Pictures', 'Tim Burton Productions', 'Polygram Pictures']",['United States of America'],1995-06-16,121,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Courage now, truth always, Batman forever!",Batman Forever
504608,40000000,"['Music', 'Drama']",https://www.paramount.com/movies/Rocketman/,tt2066051,en,Rocketman,"The story of Elton John's life, from his years as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin.",157.501,/f4FF18ia7yTvHf2izNrHqBmgH8U.jpg,"['Paramount', 'New Republic Pictures', 'Marv', 'Rocket Pictures', 'Lawrence Bender Productions']","['United Kingdom', 'United States of America']",2019-05-17,121,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Based on a true fantasy,Rocketman
415,125000000,"['Action', 'Science Fiction', 'Adventure']",,tt0118688,en,Batman & Robin,Batman and Robin deal with relationship issues while preventing Mr. Freeze and Poison Ivy from attacking Gotham City.,152.563,/cGRDufDDSrFrv7VI4YnmWnslne0.jpg,"['Warner Bros. Pictures', 'Polygram Pictures']",['United States of America'],1997-06-20,125,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Strength Now. Courage Always. Family, Above All. Batman and Robin!",Batman & Robin
346910,88000000,"['Science Fiction', 'Action', 'Adventure']",https://www.foxmovies.com/movies/the-predator,tt3829266,en,The Predator,"When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.",137.786,/a3eWGF6YPF7No5Rbtjc8QpDvz7l.jpg,"['Davis Entertainment', 'TSG Entertainment', '20th Century Fox', 'Canada Film Capital']","['Canada', 'United States of America']",2018-09-05,107,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The hunt has evolved.,The Predator
384521,45000000,"['Horror', 'Science Fiction', 'Action']",https://www.netflix.com/title/80134431,tt2548396,en,The Cloverfield Paradox,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",137.463,/vJi2ExTcWdJR3150VPKqqtdGxsT.jpg,"['Paramount', 'Bad Robot']",['United States of America'],2018-02-04,102,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The future unleashed every thing.,The Cloverfield Paradox
345887,62000000,"['Action', 'Thriller', 'Crime']",https://www.sonypictures.com/movies/theequalizer2,tt3766354,en,The Equalizer 2,"Robert McCall, who serves an unflinching justice for the exploited and oppressed, embarks on a relentless, globe-trotting quest for vengeance when his former partner is murdered.",148.148,/cQvc9N6JiMVKqol3wcYrGshsIdZ.jpg,"['Lonetree Entertainment', 'Fuqua Films', 'Escape Artists', 'Sony Pictures', 'ZHIV Productions', 'Mace Neufeld Productions', 'Columbia Pictures']",['United States of America'],2018-07-19,121,"[{'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Hebrew', 'iso_639_1': 'he', 'name': 'עִבְרִית'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'Turkish', 'iso_639_1': 'tr', 'name': 'Türkçe'}]",Released,There is no equal.,The Equalizer 2
455207,30000000,"['Comedy', 'Romance']",http://crazyrichasiansmovie.com,tt3104988,en,Crazy Rich Asians,"An American-born Chinese economics professor accompanies her boyfriend to Singapore for his best friend's wedding, only to get thrust into the lives of Asia's rich and famous.",144.759,/1XxL4LJ5WHdrcYcihEZUCgNCpAW.jpg,"['Color Force', 'Ivanhoe Pictures', 'Warner Bros. Pictures']",['United States of America'],2018-08-15,121,"[{'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The only thing crazier than love is family.,Crazy Rich Asians
353081,178000000,"['Action', 'Adventure']",,tt4912910,en,Mission: Impossible - Fallout,"When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.",126.238,/AkJQpZp9WoNdj7pLYSj1L0RcMMN.jpg,"['Paramount', 'Bad Robot', 'Skydance Media', 'TC Productions']",['United States of America'],2018-07-13,147,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,Some missions are not a choice.,Mission: Impossible - Fallout
152601,23000000,"['Romance', 'Science Fiction', 'Drama']",http://www.herthemovie.com/,tt1798709,en,Her,"In the not so distant future, Theodore, a lonely writer, purchases a newly developed operating system designed to meet the user's every need. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",150.436,/lEIaL12hSkqqe83kgADkbUqEnvk.jpg,['Annapurna Pictures'],['United States of America'],2013-12-18,126,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A Spike Jonze love story.,Her
509,42000000,"['Romance', 'Comedy']",http://www.notting-hill.com/,tt0125439,en,Notting Hill,"William Thacker is a London bookstore owner whose humdrum existence is thrown into romantic turmoil when famous American actress Anna Scott appears in his shop. A chance encounter over spilled orange juice leads to a kiss that blossoms into a full-blown affair. As the average bloke and glamorous movie star draw closer and closer together, they struggle to reconcile their radically different lifestyles in the name of love.",141.31,/hHRIf2XHeQMbyRb3HUx19SF5Ujw.jpg,"['Notting Hill Pictures', 'Bookshop Productions', 'PolyGram Filmed Entertainment', 'Working Title Films', 'Universal Pictures']","['United Kingdom', 'United States of America']",1999-05-21,124,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Can the most famous film star in the world fall for the man on the street?,Notting Hill
384018,200000000,"['Action', 'Adventure', 'Comedy']",https://www.uphe.com/movies/fast-furious-presents-hobbs-shaw,tt6806448,en,Fast & Furious Presents: Hobbs & Shaw,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",103.065,/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg,"['Chris Morgan Productions', 'Seven Bucks Productions', 'Universal Pictures']",['United States of America'],2019-08-01,137,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'Samoan', 'iso_639_1': 'sm', 'name': ''}]",Released,Nothing is stronger than family.,Fast & Furious Presents: Hobbs & Shaw
296096,20000000,"['Drama', 'Romance']",http://www.mebeforeyoumovie.net,tt2674426,en,Me Before You,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",121.543,/Ia3dzj5LnCj1ZBdlVeJrbKJQxG.jpg,"['New Line Cinema', 'Sunswept Entertainment', 'Metro-Goldwyn-Mayer']",['United States of America'],2016-06-01,110,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Live boldly.,Me Before You
290859,185000000,"['Science Fiction', 'Action']",https://www.paramountmovies.com/movies/terminator-dark-fate,tt6450804,en,Terminator: Dark Fate,"Decades after Sarah Connor prevented Judgment Day, a lethal new Terminator is sent to eliminate the future leader of the resistance. In a fight to save mankind, battle-hardened Sarah Connor teams up with an unexpected ally and an enhanced super soldier to stop the deadliest Terminator yet.",126.58,/vqzNJRH4YyquRiWxCCOH0aXggHI.jpg,"['20th Century Fox', 'Skydance Media', 'Paramount', 'Tencent Pictures', 'TSG Entertainment', 'Lightstorm Entertainment']","['China', 'United States of America']",2019-10-23,128,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Welcome to the day after judgement day,Terminator: Dark Fate
278,25000000,"['Drama', 'Crime']",,tt0111161,en,The Shawshank Redemption,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",133.454,/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg,['Castle Rock Entertainment'],['United States of America'],1994-09-23,142,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Fear can hold you prisoner. Hope can set you free.,The Shawshank Redemption
484641,34000000,"['Thriller', 'Action']",https://anna.movie,tt7456310,fr,Anna,Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,129.219,/2U0oAVAE0lDRhNmJPPYhDW9kQ8t.jpg,"['EuropaCorp', 'TF1 Films Production', 'Summit Entertainment', 'Work in Progress', 'Fetish Film', 'Skyprod', 'Ondamax Films']","['France', 'Guadaloupe', 'Russia', 'Serbia', 'United States of America']",2019-06-19,119,"[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'Dutch', 'iso_639_1': 'nl', 'name': 'Nederlands'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Never make the weapon the target,Anna
310307,15000000,"['Drama', 'History']",,tt4276820,en,The Founder,"The true story of how Ray Kroc, a salesman from Illinois, met Mac and Dick McDonald, who were running a burger operation in 1950s Southern California. Kroc was impressed by the brothers’ speedy system of making the food and saw franchise potential. He maneuvered himself into a position to be able to pull the company from the brothers and create a billion-dollar empire.",151.683,/8gLIksu5ggdfBL1UbeTeonHquxl.jpg,"['Speedie Distribution', 'FilmNation Entertainment', 'Faliro House Productions', 'The Combine', 'The Weinstein Company']","['Greece', 'United States of America']",2016-11-24,115,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Risk taker. Rule breaker. Game changer.,The Founder
456740,50000000,"['Fantasy', 'Horror', 'Action', 'Adventure']",https://hellboy.movie,tt2274648,en,Hellboy,"Hellboy comes to England, where he must defeat Nimue, Merlin's consort and the Blood Queen. But their battle will bring about the end of the world, a fate he desperately tries to turn away.",137.914,/bk8LyaMqUtaQ9hUShuvFznQYQKR.jpg,"['Campbell Grobman Films', 'Dark Horse Entertainment', 'Millennium Media', 'Summit Entertainment', 'Boyana Film Studios', 'Lawrence Gordon Productions', 'Davis Films', 'Lionsgate']","['Bulgaria', 'Canada', 'France', 'Portugal', 'United States of America']",2019-04-10,121,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'Turkish', 'iso_639_1': 'tr', 'name': 'Türkçe'}]",Released,Demons have demons too,Hellboy
855,92000000,"['Action', 'War', 'History']",,tt0265086,en,Black Hawk Down,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",126.953,/imGygQbmuc7gC1JZiAVhJLsUWXq.jpg,"['Jerry Bruckheimer Films', 'Revolution Studios', 'Scott Free Productions']","['United Kingdom', 'United States of America']",2001-12-28,145,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Somali', 'iso_639_1': 'so', 'name': 'Somali'}]",Released,Leave no man behind.,Black Hawk Down
4488,550000,['Horror'],,tt0080761,en,Friday the 13th,Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning.,133.199,/HzrPn1gEHWixfMOvOehOTlHROo.jpg,"['Georgetown Productions Inc.', 'Sean S. Cunningham Films', 'Paramount']",['United States of America'],1980-05-09,94,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"They were warned...They are doomed...And on Friday the 13th, nothing will save them.",Friday the 13th
926,45000000,"['Comedy', 'Science Fiction', 'Adventure']",,tt0177789,en,Galaxy Quest,"For four years, the courageous crew of the NSEA protector - ""Commander Peter Quincy Taggart"" (Tim Allen), ""Lt. Tawny Madison (Sigourney Weaver) and ""Dr.Lazarus"" (Alan Rickman) - set off on a thrilling and often dangerous mission in space...and then their series was cancelled! Now, twenty years later, aliens under attack have mistaken the Galaxy Quest television transmissions for ""historical documents"" and beam up the crew of has-been actors to save the universe. With no script, no director and no clue, the actors must turn in the performances of their lives.",119.587,/fZXSwgZknp81vmciTb86rw0MejV.jpg,"['DreamWorks Pictures', 'Gran Via Productions']",['United States of America'],1999-12-25,101,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A comedy of Galactic Proportions.,Galaxy Quest
672,100000000,"['Adventure', 'Fantasy']",https://www.warnerbros.com/movies/harry-potter-and-chamber-secrets/,tt0295297,en,Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",112.401,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,"['Warner Bros. Pictures', 'Heyday Films', '1492 Pictures']","['United Kingdom', 'United States of America']",2002-11-13,161,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Something evil has returned to Hogwarts!,Harry Potter and the Chamber of Secrets
399579,170000000,"['Action', 'Science Fiction', 'Adventure']",https://family.20thcenturystudios.com/movies/alita-battle-angel,tt0437086,en,Alita: Battle Angel,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",120.494,/xRWht48C2V8XNfzvPehyClOvDni.jpg,"['Troublemaker Studios', 'Lightstorm Entertainment', '20th Century Fox', 'TSG Entertainment']",['United States of America'],2019-01-31,122,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,An angel falls. A warrior rises.,Alita: Battle Angel
406761,15000000,"['Thriller', 'Science Fiction', 'Action']",http://hotelartemismovie.com/,tt5834262,en,Hotel Artemis,"Los Angeles, June 21st, 2028. While the streets are being torn apart by riots, the Nurse, who runs a clandestine hospital for criminals in the penthouse of the Artemis, a closed old hotel, has a rough night dealing with troublemaker clients: thieves, assassins, someone from the past and the one who owns the place and the whole city.",126.52,/gchhqclKEEwwAOzdILPWBO14ONB.jpg,"['The Ink Factory', 'Marc Platt Productions', 'Point of No Return', '127 Wall']","['United Kingdom', 'United States of America']",2018-06-07,94,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,No guns. No cops. No killing the other patients.,Hotel Artemis
1368,15000000,"['Action', 'Adventure', 'Thriller', 'War']",https://www.lionsgate.com/movies/rambo-first-blood,tt0083944,en,First Blood,"When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, he is forced to flee into the mountains and wage an escalating one-man war against his pursuers.",113.63,/a9sa6ERZCpplbPEO7OMWE763CLD.jpg,"['Carolco Pictures', 'Anabasis N.V.', 'Elcajo Productions', 'Cinema 84', 'Orion Pictures']",['United States of America'],1982-10-22,93,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,This time he's fighting for his life.,First Blood
271110,250000000,"['Adventure', 'Action', 'Science Fiction']",https://www.marvel.com/movies/captain-america-civil-war,tt3498820,en,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",124.742,/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,['Marvel Studios'],['United States of America'],2016-04-27,147,"[{'english_name': 'Romanian', 'iso_639_1': 'ro', 'name': 'Română'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,United we stand. Divided we fall.,Captain America: Civil War
442249,13000000,"['Horror', 'Action', 'Thriller']",https://www.thefirstpurge.com,tt6133466,en,The First Purge,"To push the crime rate below one percent for the rest of the year, the New Founding Fathers of America test a sociological theory that vents aggression for one night in one isolated community. But when the violence of oppressors meets the rage of the others, the contagion will explode from the trial-city borders and spread across the nation.",113.375,/litjsBoiydO6JlO70uOX4N3WnNL.jpg,"['Platinum Dunes', 'Blumhouse Productions', 'Universal Pictures']",['United States of America'],2018-07-04,97,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Witness the birth of an American tradition.,The First Purge
537915,14000000,"['Romance', 'Drama']",,tt4126476,en,After,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",127.749,/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg,"['CalMaple Films', 'Wattpad', 'Offspring Entertainment', 'Diamond Film Productions', 'Voltage Pictures', 'Frayed Pages Entertainment']",['United States of America'],2019-04-11,106,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"After your first, life is never the same.",After
393519,3500000,"['Drama', 'Horror']",,tt4954522,fr,Grave,"In Justine’s family everyone is a vet and a vegetarian. At 16, she’s a gifted teen ready to take on her first year in vet school, where her older sister also studies. There, she gets no time to settle: hazing starts right away. Justine is forced to eat raw meat for the first time in her life. Unexpected consequences emerge as her true self begins to form.",123.093,/kc8jT1MAiKM0iwdjAwC5lQrTNry.jpg,"['Wild Bunch', 'Rouge International', 'BeTV', 'Frakas Productions', 'RTBF', 'Petit Film', 'VOO', 'Ezekiel Film Production']","['Belgium', 'France', 'United States of America']",2016-11-11,99,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,What are you hungry for?,Raw
745,40000000,"['Mystery', 'Thriller', 'Drama']",,tt0167404,en,The Sixth Sense,"Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.",114.94,/4AfSDjjCy6T5LA1TMz0Lh2HlpRh.jpg,"['Spyglass Entertainment', 'The Kennedy/Marshall Company', 'Hollywood Pictures', 'Barry Mendel Productions']",['United States of America'],1999-08-06,107,"[{'english_name': 'Latin', 'iso_639_1': 'la', 'name': 'Latin'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Not every gift is a blessing.,The Sixth Sense
